county,state,crime rate/100000
Hardin County,OH,56.88821466
Columbia County,GA,56.861818400000004
Lawrence County,KY,56.76084763
Spencer County,KY,56.69898509
Russell County,KY,56.33168094
Powell County,KY,56.02689291
Harney County,OR,55.97537084
Bedford County,VA,55.85392052
Sarpy County,NE,55.51257596
Harrison County,IA,55.43621371
Copiah County,MS,55.32312161
Tillamook County,OR,55.29881108
Lafayette County,AR,55.15719801
Anderson County,KY,55.01811013
Jackson County,WV,54.83583522
DeKalb County,MO,54.51713396
Grant Parish,LA,54.47117567
Coshocton County,OH,54.40696409
Ransom County,ND,54.38723713
Tippah County,MS,54.33798225
Dearborn County,IN,54.10387945
Hancock County,IA,54.08328826
Chaffee County,CO,54.02485143
Crittenden County,KY,54.02485143
Ozaukee County,WI,53.989477799999996
Waldo County,ME,53.92912173
Oliver County,ND,53.36179296
Powhatan County,VA,53.08043455
Edwards County,TX,53.07855626
McCook County,SD,53.05978069
Taylor County,WV,53.02539327
Marinette County,WI,52.87190579
Fillmore County,MN,52.79577634
Lamar County,MS,52.72019183
Knox County,IN,52.69536808
Pearl River County,MS,52.65833818
Grant County,KY,52.5188866
Clinton County,OH,52.44963643
Cache County,UT,52.17733451
Plymouth County,IA,52.0895941
Cass County,IN,51.99802408
Paulding County,OH,51.93725979
Greene County,IN,51.85930875
Sullivan County,IN,51.83056118
George County,MS,51.815708799999996
Deuel County,NE,51.62622612
Mercer County,OH,51.4907807
Gilliam County,OR,51.36106831
Armstrong County,TX,51.30836326
Leake County,MS,51.30616957
Lewis County,ID,51.25576627
Stewart County,GA,51.12474438
Steele County,ND,51.02040816
Lake of the Woods County,MN,50.903537799999995
Gosper County,NE,50.70993915
Benton County,IA,50.5856259
Washington County,KY,50.52631579
Broomfield County,CO,50.44475459
York County,NE,50.42137866
Larue County,KY,49.77246871
Isanti County,MN,49.73301225
Pittsylvania County,VA,49.65879601
Vernon County,WI,49.45761482
Dolores County,CO,49.28536225
Lincoln County,KY,49.24086992
Richardson County,NE,49.23076923
Knox County,MO,49.17629702
Tuscarawas County,OH,48.55835635
Dawson County,GA,48.48805431
Keokuk County,IA,48.40739665
Muhlenberg County,KY,48.10930434
Oldham County,KY,48.10467577
LaMoure County,ND,48.00768123
Williams County,OH,48.0
Carter County,KY,47.79060363
Warren County,IN,47.53416518
Bracken County,KY,47.52851711
Belmont County,OH,47.43355709
Crawford County,IN,47.07654646
Carroll County,IL,46.94835681
Seward County,NE,46.81373983
Jefferson County,OK,46.64179104
Amherst County,VA,46.61570017
Greenup County,KY,46.55111038
Lake County,MN,46.39510068
Elbert County,CO,46.34896558
Magoffin County,KY,46.33204633
Menominee County,WI,46.32846884
Marion County,GA,46.2962963
Llano County,TX,46.28677227
Perry County,IN,46.01697515
Cedar County,NE,45.91895305
Morgan County,IN,45.85709782
Kingfisher County,OK,45.82351401
Platte County,WY,45.63605248
Jefferson County,OH,45.61238303
Stanton County,KS,45.57885141
Trimble County,KY,45.37205082
Putnam County,IN,45.32728969
Shelby County,IL,45.21000045
Highland County,VA,45.14672686
Pierce County,ND,44.93372276
Jasper County,IN,44.92497529
Monroe County,IL,44.78547756
Shelby County,IN,44.71372041
Kittson County,MN,44.41483455
Grant County,OK,44.16961131
Putnam County,OH,44.00375499
Culberson County,TX,43.91743522
Ogle County,IL,43.9056982
Kewaunee County,WI,43.89173372
Steuben County,IN,43.65795448
Benson County,ND,43.62367311
Lewis County,KY,43.45936549
Burke County,ND,43.36513443
Bath County,VA,43.32755633
Le Sueur County,MN,43.14994606
Hart County,KY,43.07327841
Spencer County,IN,42.97173415
Grand Isle County,VT,42.93688278
Miner County,SD,42.86326618
Henry County,IN,42.81869342
Woodruff County,AR,42.42081448
McLean County,KY,42.12299916
Whitley County,IN,42.04961855
Hutchinson County,SD,41.98740378
Wabasha County,MN,41.97173903
Faulk County,SD,41.91114837
Evangeline Parish,LA,41.69396629
Wasatch County,UT,41.60835193
Eddy County,ND,41.59733777
Lake County,SD,41.47656574
Floyd County,KY,41.31377815
Dickinson County,IA,41.28575641
Putnam County,NY,41.14606854
Marion County,KS,40.91987888
Morrill County,NE,40.74979625
Tensas Parish,LA,40.74979625
Wood County,WI,40.56301464
Union County,SD,40.46125835
Washington County,ID,40.22526146
Crawford County,IA,40.15142824
Wyandot County,OH,40.09444469
Carlisle County,KY,39.9920016
Kiowa County,KS,39.63535474
Pleasants County,WV,39.59350666
Renville County,MN,39.56217856
Allen County,KY,39.387524
Seneca County,OH,39.34613871
Elliott County,KY,39.28244075
Posey County,IN,39.23722828
Auglaize County,OH,39.19860627
Kemper County,MS,38.85758694
Madison County,IA,38.83997929
Carroll County,IA,38.83872221
Cook County,MN,38.46153846
Renville County,ND,38.34355828
Dickinson County,MI,38.31711242
Clay County,TX,38.19344982
Buchanan County,IA,38.13882532
Jim Hogg County,TX,38.13155386
Lincoln County,NV,38.13155386
Letcher County,KY,38.10491553
Otoe County,NE,38.09040122
Pike County,KY,37.86683496
Monroe County,KY,37.449677
Mitchell County,IA,37.3517602
Clay County,IL,36.856848
Columbiana County,OH,36.82962991
Webster County,GA,36.77822729
Hunterdon County,NJ,36.43564356
Wayne County,UT,36.40334911
Clay County,IA,36.38348189999999
Conejos County,CO,36.24501631
Geauga County,OH,36.18099008
Butler County,NE,36.09239654
Rockcastle County,KY,35.94320973
Dewey County,SD,35.8037952
Lafayette County,WI,35.7867112
Tolland County,CT,35.67252621
Washington County,KS,35.53028957
Lyon County,KY,35.49875754
Ziebach County,SD,35.2858151
Grand County,CO,34.99195185
Franklin County,IN,34.85686898
Boone County,IN,34.72394464
Washington County,NE,34.61405331
Hancock County,KY,34.53436169
Putnam County,IL,34.47681434
Fleming County,KY,34.46374414
Stevens County,KS,34.38789546
Taylor County,WI,33.9640951
Jones County,IA,33.96244724
Edwards County,KS,33.95585739
McHenry County,ND,33.7723742
Hamilton County,IN,33.70487339
Humphreys County,MS,33.62474781
Saunders County,NE,33.44641407
Montgomery County,GA,33.25573661
Uinta County,WY,33.22889965
Appomattox County,VA,32.77613897
Vilas County,WI,32.75926619
Upshur County,WV,32.43462396
Franklin County,NE,32.41491086
Wayne County,NE,31.87759005
Marshall County,MN,31.83023873
Salem city,VA,31.62180323
Ottawa County,OH,31.58943455
Howard County,IA,31.49275667
Schleicher County,TX,31.19151591
Humboldt County,IA,30.96614368
Huron County,OH,30.56598006
Perry County,OH,30.55810206
Brookings County,SD,30.33244358
Calhoun County,IA,30.22365505
Webster County,KY,29.73535534
Upton County,TX,29.65599051
Cameron Parish,LA,29.65599051
Shackelford County,TX,29.62962963
Jones County,NC,29.36857562
Wallowa County,OR,29.35133549
Holt County,NE,28.71088142
Bond County,IL,28.62049227
Winneshiek County,IA,28.57959417
Switzerland County,IN,28.50085503
Lac qui Parle County,MN,28.46164793
Randolph County,AR,28.26136107
Richland County,WI,28.22148219
Pierce County,NE,27.97202797
Reagan County,TX,27.77006387
Estill County,KY,27.60905577
Wolfe County,KY,27.59381898
Monroe County,OH,27.42543709
Webster County,NE,27.11496746
Mercer County,MO,27.06359946
Smith County,KS,26.98327037
Adams County,ID,26.12330199
Henry County,KY,25.89834898
Lafayette County,MS,25.332242100000002
Wells County,IN,25.16718199
Pike County,IL,24.76780186
Union County,OH,24.38749859
Traill County,ND,24.25712553
Mason County,TX,24.2248062
Corson County,SD,23.72479241
Fountain County,IN,23.69668246
Brown County,MN,23.68545713
Custer County,ID,23.5349494
Randolph County,IN,23.41280681
Mineral County,MT,23.39181287
Oneida County,ID,23.39181287
Adams County,IN,23.11203559
Leelanau County,MI,22.99167701
Phillips County,CO,22.95684114
Morgan County,KY,22.42152466
Jackson County,KY,22.34304014
Cuming County,NE,22.23210316
Ouray County,CO,21.94426158
Greene County,IA,21.88423241
Union County,MS,21.61850544
Pipestone County,MN,21.57497303
Owsley County,KY,21.486893
Oconto County,WI,21.43737607
Greene County,MS,21.06149958
Hamilton County,NY,20.95118374
Mills County,TX,20.37905034
East Feliciana Parish,LA,20.275750199999997
Metcalfe County,KY,20.0340579
Clinton County,KY,19.71220185
Morgan County,UT,19.65988401
Dickey County,ND,19.05487805
Owen County,IN,18.86703457
Knott County,KY,18.77816725
Owen County,KY,18.75820672
Holmes County,OH,18.35157021
Alleghany County,NC,18.28320687
Leslie County,KY,18.15046737
Brown County,OH,18.07337791
Perry County,MS,16.486687
Stanton County,NE,16.30523398
Cotton County,OK,16.25487646
Taylor County,IA,16.23113131
Menifee County,KY,15.90330789
Menard County,IL,15.86420243
Wayne County,IA,15.62011871
Buffalo County,WI,14.97342218
Bland County,VA,14.84780995
Breathitt County,KY,14.76559616
Lexington city,VA,13.94700139
Presidio County,TX,13.88696014
Grant County,OR,13.73060552
Rolette County,ND,13.71553971
Brown County,IN,13.31292019
Mitchell County,NC,13.048016699999998
Wabash County,IN,12.36170344
Decatur County,IA,12.29105211
Crawford County,WI,12.19735317
Knox County,NE,11.67542323
Richmond County,VA,11.16944041
Hickory County,MO,10.74691026
Hancock County,IL,10.74229241
Jefferson County,IN,9.242713661
Shelby County,IA,8.360504975
Bath County,KY,8.360504975
Boone County,IL,7.413310599
Newton County,TX,7.072135785
Baker County,OR,6.242976651
Jasper County,MS,6.071645416
Fayette County,IN,4.190939189
Haakon County,SD,0.0
Day County,SD,0.0
Yukon-Koyukuk Census Area,AK,0.0
Bowman County,ND,0.0
Grant County,NE,0.0
Sibley County,MN,0.0
Boyd County,NE,0.0
Graham County,NC,0.0
Sioux County,ND,0.0
Robertson County,KY,0.0
Liberty County,MT,0.0
Quitman County,MS,0.0
Wade Hampton Census Area,AK,0.0
Hyde County,NC,0.0
Douglas County,SD,0.0
Thomas County,NE,0.0
Valley County,NE,0.0
Petroleum County,MT,0.0
Kingsbury County,SD,0.0
Hyde County,SD,0.0
Perry County,AL,0.0
Shannon County,SD,0.0
Jones County,SD,0.0
Grant County,SD,0.0
Yakutat City and Borough,AK,0.0
Lyman County,SD,0.0
Sioux County,NE,0.0
Smith County,MS,0.0
Collingsworth County,TX,0.0
Aleutians East Borough,AK,0.0
Lake and Peninsula Borough,AK,0.0
Gregory County,SD,0.0
Clarke County,MS,0.0
Norman County,MN,0.0
Noble County,OH,0.0
Buffalo County,SD,0.0
Calhoun County,MS,0.0
Harlan County,NE,0.0
Greeley County,NE,0.0
Benton County,MS,0.0
Treasure County,MT,0.0
Gates County,NC,0.0
Garfield County,NE,0.0
Mora County,NM,0.0
Loup County,NE,0.0
Kalawao County,HI,0.0
Garfield County,UT,0.0
Fremont County,IA,0.0
Jackson Parish,LA,0.0
Alcorn County,MS,0.0
Harding County,NM,0.0
Frontier County,NE,0.0
Dundy County,NE,0.0
Arthur County,NE,0.0
Blaine County,NE,0.0
Colfax County,NE,0.0
Jewell County,KS,0.0
Carroll County,MS,0.0
Hayes County,NE,0.0
Keya Paha County,NE,0.0
Boone County,NE,0.0
Gallatin County,IL,0.0
Powder River County,MT,0.0
King County,TX,0.0
Wayne County,MS,0.0
Sharkey County,MS,0.0
Wilkinson County,MS,0.0
Glascock County,GA,0.0
Logan County,NE,0.0
Clay County,NE,0.0
Issaquena County,MS,0.0
Howard County,NE,0.0
Yalobusha County,MS,0.0
Hooker County,NE,0.0
Jenkins County,GA,0.0
McPherson County,NE,0.0
Calhoun County,IL,0.0
Pope County,IL,0.0
Southeast Fairbanks Census Area,AK,0.0
Lincoln County,KS,0.0
Sanborn County,SD,0.0
Montgomery County,AR,0.0
Emmons County,ND,0.0
Harper County,OK,0.0
Cavalier County,ND,0.0
Daggett County,UT,0.0
Motley County,TX,0.0
Piute County,UT,0.0
Fallon County,MT,0.0
Sherman County,NE,0.0
Pawnee County,NE,0.0
Chattahoochee County,GA,0.0
Coke County,TX,0.0
Kidder County,ND,0.0
Logan County,ND,0.0
Sargent County,ND,0.0
Billings County,ND,0.0
Aurora County,SD,0.0
Divide County,ND,0.0
Scott County,IL,0.0
Elk County,KS,0.0
Putnam County,MO,0.0
Granite County,MT,0.0
Hardeman County,TX,0.0
Toole County,MT,0.0
Noxubee County,MS,0.0
Merrick County,NE,0.0
Prentiss County,MS,0.0
Garza County,TX,0.0
Big Stone County,MN,0.0
Covington County,MS,0.0
Sheridan County,ND,0.0
Jefferson County,NE,0.0
Essex County,VT,0.0
Echols County,GA,0.0
Gentry County,MO,0.0
Hamilton County,IL,0.0
Polk County,NE,0.0
Brown County,NE,0.0
Butler County,IA,0.0
Clark County,SD,0.0
Crockett County,TX,0.0
Lipscomb County,TX,0.0
McPherson County,SD,0.0
Red Lake County,MN,0.0
Wheeler County,NE,0.0
Slope County,ND,0.0
Bon Homme County,SD,0.0
Loving County,TX,0.0
Carter County,MT,0.0
Banner County,NE,0.0
Fillmore County,NE,0.0
Garfield County,MT,0.0
Sully County,SD,0.0
Mineral County,CO,0.0
Edmunds County,SD,0.0
Garden County,NE,0.0
Thurston County,NE,0.0
Union County,IN,0.0
Todd County,SD,0.0
Kinney County,TX,0.0
Furnas County,NE,0.0
Wibaux County,MT,0.0
McIntosh County,ND,0.0
Adams County,ND,0.0
Osceola County,IA,0.0
Sherman County,TX,0.0
Perkins County,SD,0.0
Hinsdale County,CO,0.0
Campbell County,SD,0.0
Golden Valley County,ND,0.0
Clark County,ID,0.0
Briscoe County,TX,0.0
Foster County,ND,0.0
Box Butte County,NE,0.0
Cottle County,TX,0.0
Ohio County,IN,0.0
Newton County,MS,0.0
Jerauld County,SD,0.0
Cimarron County,OK,0.0
Lawrence County,MS,0.0
