year,variable,value,zip code
2017,percent_bachelors_degree_or_higher,31.6,18354
2017,percent_bachelors_degree_or_higher,18.2,14714
2017,percent_bachelors_degree_or_higher,16,08093
2017,percent_bachelors_degree_or_higher,26.4,03583
2017,percent_bachelors_degree_or_higher,36.1,06065
2017,percent_bachelors_degree_or_higher,30,00682
2017,percent_bachelors_degree_or_higher,60.4,11548
2017,percent_bachelors_degree_or_higher,9.2,38483
2017,percent_bachelors_degree_or_higher,7.3,25505
2017,percent_bachelors_degree_or_higher,36.4,19709
2017,percent_bachelors_degree_or_higher,44.1,75071
2017,percent_bachelors_degree_or_higher,15.5,83332
2017,percent_bachelors_degree_or_higher,26.7,78944
2017,percent_bachelors_degree_or_higher,0,36481
2017,percent_bachelors_degree_or_higher,18.9,43619
2017,percent_bachelors_degree_or_higher,22.7,19963
2017,percent_bachelors_degree_or_higher,16.4,33610
2017,percent_bachelors_degree_or_higher,27.9,95667
2017,percent_bachelors_degree_or_higher,29.4,52754
2017,percent_bachelors_degree_or_higher,17.2,63953
2017,percent_bachelors_degree_or_higher,15.5,50154
2017,percent_bachelors_degree_or_higher,50.6,05751
2017,percent_bachelors_degree_or_higher,18.3,32131
2017,percent_bachelors_degree_or_higher,13.9,44004
2017,percent_bachelors_degree_or_higher,22,14036
2017,percent_bachelors_degree_or_higher,16.7,71264
2017,percent_bachelors_degree_or_higher,7.6,60912
2017,percent_bachelors_degree_or_higher,39.9,75762
2017,percent_bachelors_degree_or_higher,50.6,28104
2017,percent_bachelors_degree_or_higher,30.2,96063
2017,percent_bachelors_degree_or_higher,53.5,14814
2017,percent_bachelors_degree_or_higher,20.7,60151
2017,percent_bachelors_degree_or_higher,8,57243
2017,percent_bachelors_degree_or_higher,13.8,95457
2017,percent_bachelors_degree_or_higher,17.8,45336
2017,percent_bachelors_degree_or_higher,35.8,04006
2017,percent_bachelors_degree_or_higher,32.9,78373
2017,percent_bachelors_degree_or_higher,0,13696
2017,percent_bachelors_degree_or_higher,24.7,83212
2017,percent_bachelors_degree_or_higher,28.4,48451
2017,percent_bachelors_degree_or_higher,7.8,92134
2017,percent_bachelors_degree_or_higher,20.6,16602
2017,percent_bachelors_degree_or_higher,26.2,32033
2017,percent_bachelors_degree_or_higher,25,51025
2017,percent_bachelors_degree_or_higher,67,01002
2017,percent_bachelors_degree_or_higher,11,76651
2017,percent_bachelors_degree_or_higher,0,42758
2017,percent_bachelors_degree_or_higher,14.8,71343
2017,percent_bachelors_degree_or_higher,7.1,62048
2017,percent_bachelors_degree_or_higher,19.5,95207
2017,percent_bachelors_degree_or_higher,44,45429
2017,percent_bachelors_degree_or_higher,47.5,44011
2017,percent_bachelors_degree_or_higher,13.7,43739
2017,percent_bachelors_degree_or_higher,12.1,30436
2017,percent_bachelors_degree_or_higher,17.7,37688
2017,percent_bachelors_degree_or_higher,25.3,45883
2017,percent_bachelors_degree_or_higher,39.7,98236
2017,percent_bachelors_degree_or_higher,15.6,92395
2017,percent_bachelors_degree_or_higher,27.6,20109
2017,percent_bachelors_degree_or_higher,10,64050
2017,percent_bachelors_degree_or_higher,14.9,55312
2017,percent_bachelors_degree_or_higher,10.5,26767
2017,percent_bachelors_degree_or_higher,30.4,17015
2017,percent_bachelors_degree_or_higher,28.7,14150
2017,percent_bachelors_degree_or_higher,20.6,34291
2017,percent_bachelors_degree_or_higher,24.2,44417
2017,percent_bachelors_degree_or_higher,7.5,55758
2017,percent_bachelors_degree_or_higher,19.3,76639
2017,percent_bachelors_degree_or_higher,17.8,78833
2017,percent_bachelors_degree_or_higher,26.1,12523
2017,percent_bachelors_degree_or_higher,48.3,08062
2017,percent_bachelors_degree_or_higher,11.8,47879
2017,percent_bachelors_degree_or_higher,7.7,37694
2017,percent_bachelors_degree_or_higher,17.7,35171
2017,percent_bachelors_degree_or_higher,54.2,80127
2017,percent_bachelors_degree_or_higher,19,37745
2017,percent_bachelors_degree_or_higher,0,26327
2017,percent_bachelors_degree_or_higher,21.4,49048
2017,percent_bachelors_degree_or_higher,12.4,95937
2017,percent_bachelors_degree_or_higher,15.6,77872
2017,percent_bachelors_degree_or_higher,25.4,53144
2017,percent_bachelors_degree_or_higher,30.6,13348
2017,percent_bachelors_degree_or_higher,19.4,55370
2017,percent_bachelors_degree_or_higher,59.4,35244
2017,percent_bachelors_degree_or_higher,0,16682
2017,percent_bachelors_degree_or_higher,18.8,29180
2017,percent_bachelors_degree_or_higher,0,25913
2017,percent_bachelors_degree_or_higher,12.4,16157
2017,percent_bachelors_degree_or_higher,3.6,99782
2017,percent_bachelors_degree_or_higher,15.7,17345
2017,percent_bachelors_degree_or_higher,7.8,14839
2017,percent_bachelors_degree_or_higher,51.7,94005
2017,percent_bachelors_degree_or_higher,25.8,01434
2017,percent_bachelors_degree_or_higher,8.2,66616
2017,percent_bachelors_degree_or_higher,12.6,44818
2017,percent_bachelors_degree_or_higher,11.9,57040
2017,percent_bachelors_degree_or_higher,48.5,25870
2017,percent_bachelors_degree_or_higher,19.7,38901
2017,percent_bachelors_degree_or_higher,18.2,71055
2017,percent_bachelors_degree_or_higher,6.1,62079
2017,percent_bachelors_degree_or_higher,67.9,06525
2017,percent_bachelors_degree_or_higher,13.8,52301
2017,percent_bachelors_degree_or_higher,55.6,52328
2017,percent_bachelors_degree_or_higher,11,77867
2017,percent_bachelors_degree_or_higher,15.1,68447
2017,percent_bachelors_degree_or_higher,31.2,57751
2017,percent_bachelors_degree_or_higher,14.4,78052
2017,percent_bachelors_degree_or_higher,10.6,75667
2017,percent_bachelors_degree_or_higher,37.7,11229
2017,percent_bachelors_degree_or_higher,15,14719
2017,percent_bachelors_degree_or_higher,11.4,51049
2017,percent_bachelors_degree_or_higher,12.6,50532
2017,percent_bachelors_degree_or_higher,21.5,32119
2017,percent_bachelors_degree_or_higher,20.7,55929
2017,percent_bachelors_degree_or_higher,7.8,75436
2017,percent_bachelors_degree_or_higher,16.5,50666
2017,percent_bachelors_degree_or_higher,11.8,72360
2017,percent_bachelors_degree_or_higher,53.4,75070
2017,percent_bachelors_degree_or_higher,6.6,63785
2017,percent_bachelors_degree_or_higher,38.1,15221
2017,percent_bachelors_degree_or_higher,84.3,77030
2017,percent_bachelors_degree_or_higher,11,16645
2017,percent_bachelors_degree_or_higher,65.5,87544
2017,percent_bachelors_degree_or_higher,71,07090
2017,percent_bachelors_degree_or_higher,51.8,59718
2017,percent_bachelors_degree_or_higher,46.8,07747
2017,percent_bachelors_degree_or_higher,21.1,13141
2017,percent_bachelors_degree_or_higher,15.9,28206
2017,percent_bachelors_degree_or_higher,42,22840
2017,percent_bachelors_degree_or_higher,63.7,91361
2017,percent_bachelors_degree_or_higher,32.2,49002
2017,percent_bachelors_degree_or_higher,33.4,28717
2017,percent_bachelors_degree_or_higher,56.7,07656
2017,percent_bachelors_degree_or_higher,38.9,99360
2017,percent_bachelors_degree_or_higher,35.9,53551
2017,percent_bachelors_degree_or_higher,25.7,98203
2017,percent_bachelors_degree_or_higher,29.8,32920
2017,percent_bachelors_degree_or_higher,36.7,70123
2017,percent_bachelors_degree_or_higher,0,40481
2017,percent_bachelors_degree_or_higher,8,49642
2017,percent_bachelors_degree_or_higher,40.3,03904
2017,percent_bachelors_degree_or_higher,22.8,04769
2017,percent_bachelors_degree_or_higher,20.7,70760
2017,percent_bachelors_degree_or_higher,100,03847
2017,percent_bachelors_degree_or_higher,20.6,68862
2017,percent_bachelors_degree_or_higher,7.3,04777
2017,percent_bachelors_degree_or_higher,46.7,62704
2017,percent_bachelors_degree_or_higher,23,73848
2017,percent_bachelors_degree_or_higher,18.5,46226
2017,percent_bachelors_degree_or_higher,16,47577
2017,percent_bachelors_degree_or_higher,15.7,55070
2017,percent_bachelors_degree_or_higher,16.9,73734
2017,percent_bachelors_degree_or_higher,25.1,67757
2017,percent_bachelors_degree_or_higher,34.7,95519
2017,percent_bachelors_degree_or_higher,48.5,70471
2017,percent_bachelors_degree_or_higher,15.5,27820
2017,percent_bachelors_degree_or_higher,14.5,55954
2017,percent_bachelors_degree_or_higher,21.5,19567
2017,percent_bachelors_degree_or_higher,33,03875
2017,percent_bachelors_degree_or_higher,11.4,98901
2017,percent_bachelors_degree_or_higher,18.7,52501
2017,percent_bachelors_degree_or_higher,21,71952
2017,percent_bachelors_degree_or_higher,7.8,31085
2017,percent_bachelors_degree_or_higher,15.8,65618
2017,percent_bachelors_degree_or_higher,19.2,37660
2017,percent_bachelors_degree_or_higher,0,72383
2017,percent_bachelors_degree_or_higher,"-666,666,666",80419
2017,percent_bachelors_degree_or_higher,22.1,10940
2017,percent_bachelors_degree_or_higher,40.8,19311
2017,percent_bachelors_degree_or_higher,24.3,45053
2017,percent_bachelors_degree_or_higher,29.1,59315
2017,percent_bachelors_degree_or_higher,17.7,89031
2017,percent_bachelors_degree_or_higher,2.4,48896
2017,percent_bachelors_degree_or_higher,33,03777
2017,percent_bachelors_degree_or_higher,15.4,29477
2017,percent_bachelors_degree_or_higher,14.4,26293
2017,percent_bachelors_degree_or_higher,14.3,43314
2017,percent_bachelors_degree_or_higher,39.6,98045
2017,percent_bachelors_degree_or_higher,30.1,80013
2017,percent_bachelors_degree_or_higher,13.8,62801
2017,percent_bachelors_degree_or_higher,12.5,71340
2017,percent_bachelors_degree_or_higher,16.9,26537
2017,percent_bachelors_degree_or_higher,32.4,33037
2017,percent_bachelors_degree_or_higher,2.3,74034
2017,percent_bachelors_degree_or_higher,17.2,73055
2017,percent_bachelors_degree_or_higher,45.9,80005
2017,percent_bachelors_degree_or_higher,32.6,03464
2017,percent_bachelors_degree_or_higher,9.9,41535
2017,percent_bachelors_degree_or_higher,37.5,13039
2017,percent_bachelors_degree_or_higher,0,92266
2017,percent_bachelors_degree_or_higher,21,98648
2017,percent_bachelors_degree_or_higher,0,29331
2017,percent_bachelors_degree_or_higher,8,24230
2017,percent_bachelors_degree_or_higher,14.9,47804
2017,percent_bachelors_degree_or_higher,3.2,28452
2017,percent_bachelors_degree_or_higher,16.7,62628
2017,percent_bachelors_degree_or_higher,44.1,94044
2017,percent_bachelors_degree_or_higher,21.8,75550
2017,percent_bachelors_degree_or_higher,12.8,25312
2017,percent_bachelors_degree_or_higher,56.4,04660
2017,percent_bachelors_degree_or_higher,14.4,73461
2017,percent_bachelors_degree_or_higher,0,23708
2017,percent_bachelors_degree_or_higher,9,71765
2017,percent_bachelors_degree_or_higher,51.1,33431
2017,percent_bachelors_degree_or_higher,0,32830
2017,percent_bachelors_degree_or_higher,20,88020
2017,percent_bachelors_degree_or_higher,20.1,53965
2017,percent_bachelors_degree_or_higher,13.1,65756
2017,percent_bachelors_degree_or_higher,10.5,37766
2017,percent_bachelors_degree_or_higher,26.9,17815
2017,percent_bachelors_degree_or_higher,73.2,80497
2017,percent_bachelors_degree_or_higher,9,05052
2017,percent_bachelors_degree_or_higher,78.1,60558
2017,percent_bachelors_degree_or_higher,11.8,16035
2017,percent_bachelors_degree_or_higher,36.7,23418
2017,percent_bachelors_degree_or_higher,"-666,666,666",41848
2017,percent_bachelors_degree_or_higher,68.3,05657
2017,percent_bachelors_degree_or_higher,14.5,39330
2017,percent_bachelors_degree_or_higher,12.5,28585
2017,percent_bachelors_degree_or_higher,27.8,02644
2017,percent_bachelors_degree_or_higher,42,48165
2017,percent_bachelors_degree_or_higher,17.4,04239
2017,percent_bachelors_degree_or_higher,11.1,22610
2017,percent_bachelors_degree_or_higher,12.2,99830
2017,percent_bachelors_degree_or_higher,32.4,07418
2017,percent_bachelors_degree_or_higher,13.4,42455
2017,percent_bachelors_degree_or_higher,"-666,666,666",10167
2017,percent_bachelors_degree_or_higher,18.5,29325
2017,percent_bachelors_degree_or_higher,13.8,63780
2017,percent_bachelors_degree_or_higher,17.7,44048
2017,percent_bachelors_degree_or_higher,23,26339
2017,percent_bachelors_degree_or_higher,9.7,46534
2017,percent_bachelors_degree_or_higher,9,95699
2017,percent_bachelors_degree_or_higher,49,12495
2017,percent_bachelors_degree_or_higher,5.9,46405
2017,percent_bachelors_degree_or_higher,20.9,46540
2017,percent_bachelors_degree_or_higher,12.1,88045
2017,percent_bachelors_degree_or_higher,23.6,58454
2017,percent_bachelors_degree_or_higher,37.6,11514
2017,percent_bachelors_degree_or_higher,24.6,52044
2017,percent_bachelors_degree_or_higher,5.6,72359
2017,percent_bachelors_degree_or_higher,19,76449
2017,percent_bachelors_degree_or_higher,27.2,97103
2017,percent_bachelors_degree_or_higher,14.6,54875
2017,percent_bachelors_degree_or_higher,27,06280
2017,percent_bachelors_degree_or_higher,5.1,26716
2017,percent_bachelors_degree_or_higher,61.2,02641
2017,percent_bachelors_degree_or_higher,46.9,67656
2017,percent_bachelors_degree_or_higher,25.7,80930
2017,percent_bachelors_degree_or_higher,53.3,27540
2017,percent_bachelors_degree_or_higher,29.1,48237
2017,percent_bachelors_degree_or_higher,24.6,91384
2017,percent_bachelors_degree_or_higher,37.7,83714
2017,percent_bachelors_degree_or_higher,25.2,96706
2017,percent_bachelors_degree_or_higher,69.2,15090
2017,percent_bachelors_degree_or_higher,25.1,71929
2017,percent_bachelors_degree_or_higher,16.1,96096
2017,percent_bachelors_degree_or_higher,5,47382
2017,percent_bachelors_degree_or_higher,16.5,62644
2017,percent_bachelors_degree_or_higher,28.9,37682
2017,percent_bachelors_degree_or_higher,16.7,56209
2017,percent_bachelors_degree_or_higher,8.4,30721
2017,percent_bachelors_degree_or_higher,21.6,55797
2017,percent_bachelors_degree_or_higher,16.7,16749
2017,percent_bachelors_degree_or_higher,2.7,43779
2017,percent_bachelors_degree_or_higher,9.3,46111
2017,percent_bachelors_degree_or_higher,4.9,79021
2017,percent_bachelors_degree_or_higher,37.9,06339
2017,percent_bachelors_degree_or_higher,11.2,54943
2017,percent_bachelors_degree_or_higher,11.3,35610
2017,percent_bachelors_degree_or_higher,16.1,89706
2017,percent_bachelors_degree_or_higher,30.6,46239
2017,percent_bachelors_degree_or_higher,11.7,56369
2017,percent_bachelors_degree_or_higher,43.9,24467
2017,percent_bachelors_degree_or_higher,10.8,49871
2017,percent_bachelors_degree_or_higher,25.2,13694
2017,percent_bachelors_degree_or_higher,44.1,07852
2017,percent_bachelors_degree_or_higher,45.4,48370
2017,percent_bachelors_degree_or_higher,22.6,43983
2017,percent_bachelors_degree_or_higher,63.3,49115
2017,percent_bachelors_degree_or_higher,10,56543
2017,percent_bachelors_degree_or_higher,9.7,16670
2017,percent_bachelors_degree_or_higher,38.1,23435
2017,percent_bachelors_degree_or_higher,10.7,64433
2017,percent_bachelors_degree_or_higher,15.6,97065
2017,percent_bachelors_degree_or_higher,24.8,19534
2017,percent_bachelors_degree_or_higher,19,44046
2017,percent_bachelors_degree_or_higher,20.7,83244
2017,percent_bachelors_degree_or_higher,4.9,31810
2017,percent_bachelors_degree_or_higher,7.9,34753
2017,percent_bachelors_degree_or_higher,12,42050
2017,percent_bachelors_degree_or_higher,15.3,56122
2017,percent_bachelors_degree_or_higher,28.9,19020
2017,percent_bachelors_degree_or_higher,46.7,08873
2017,percent_bachelors_degree_or_higher,27.5,83420
2017,percent_bachelors_degree_or_higher,0,75642
2017,percent_bachelors_degree_or_higher,24.1,95043
2017,percent_bachelors_degree_or_higher,0.7,79730
2017,percent_bachelors_degree_or_higher,43.2,71711
2017,percent_bachelors_degree_or_higher,9.6,48416
2017,percent_bachelors_degree_or_higher,8.8,43321
2017,percent_bachelors_degree_or_higher,15.4,54126
2017,percent_bachelors_degree_or_higher,17.1,44429
2017,percent_bachelors_degree_or_higher,30,90012
2017,percent_bachelors_degree_or_higher,18,55807
2017,percent_bachelors_degree_or_higher,37.6,62373
2017,percent_bachelors_degree_or_higher,19,55349
2017,percent_bachelors_degree_or_higher,22.6,76059
2017,percent_bachelors_degree_or_higher,35.9,12419
2017,percent_bachelors_degree_or_higher,10,43518
2017,percent_bachelors_degree_or_higher,20.6,13491
2017,percent_bachelors_degree_or_higher,64.3,77079
2017,percent_bachelors_degree_or_higher,12.8,62808
2017,percent_bachelors_degree_or_higher,10,61957
2017,percent_bachelors_degree_or_higher,30.2,22432
2017,percent_bachelors_degree_or_higher,20.6,97055
2017,percent_bachelors_degree_or_higher,25.6,48127
2017,percent_bachelors_degree_or_higher,28.2,32707
2017,percent_bachelors_degree_or_higher,0,67482
2017,percent_bachelors_degree_or_higher,26,58344
2017,percent_bachelors_degree_or_higher,18,29075
2017,percent_bachelors_degree_or_higher,42.1,26330
2017,percent_bachelors_degree_or_higher,30.2,89084
2017,percent_bachelors_degree_or_higher,27.4,80615
2017,percent_bachelors_degree_or_higher,13.8,26444
2017,percent_bachelors_degree_or_higher,22.2,17522
2017,percent_bachelors_degree_or_higher,1.1,88004
2017,percent_bachelors_degree_or_higher,51.1,53597
2017,percent_bachelors_degree_or_higher,18.3,30258
2017,percent_bachelors_degree_or_higher,11.4,29105
2017,percent_bachelors_degree_or_higher,7.7,25644
2017,percent_bachelors_degree_or_higher,21.3,87829
2017,percent_bachelors_degree_or_higher,5.3,57255
2017,percent_bachelors_degree_or_higher,9.6,88072
2017,percent_bachelors_degree_or_higher,61.9,77381
2017,percent_bachelors_degree_or_higher,27.6,05778
2017,percent_bachelors_degree_or_higher,25.8,19901
2017,percent_bachelors_degree_or_higher,"-666,666,666",88355
2017,percent_bachelors_degree_or_higher,22.5,59024
2017,percent_bachelors_degree_or_higher,11.7,25650
2017,percent_bachelors_degree_or_higher,0,83238
2017,percent_bachelors_degree_or_higher,8.2,75848
2017,percent_bachelors_degree_or_higher,43.4,02666
2017,percent_bachelors_degree_or_higher,18.9,10550
2017,percent_bachelors_degree_or_higher,33.6,52726
2017,percent_bachelors_degree_or_higher,42.2,94510
2017,percent_bachelors_degree_or_higher,0,96108
2017,percent_bachelors_degree_or_higher,25.6,54017
2017,percent_bachelors_degree_or_higher,40.7,61856
2017,percent_bachelors_degree_or_higher,2.8,93223
2017,percent_bachelors_degree_or_higher,11.6,29015
2017,percent_bachelors_degree_or_higher,30.8,77375
2017,percent_bachelors_degree_or_higher,15.1,97127
2017,percent_bachelors_degree_or_higher,29.3,59457
2017,percent_bachelors_degree_or_higher,57.5,05672
2017,percent_bachelors_degree_or_higher,26.9,60466
2017,percent_bachelors_degree_or_higher,55.2,05489
2017,percent_bachelors_degree_or_higher,6.3,81062
2017,percent_bachelors_degree_or_higher,16.9,64024
2017,percent_bachelors_degree_or_higher,29.9,49448
2017,percent_bachelors_degree_or_higher,12.6,56279
2017,percent_bachelors_degree_or_higher,0,36581
2017,percent_bachelors_degree_or_higher,22.5,59223
2017,percent_bachelors_degree_or_higher,9,95386
2017,percent_bachelors_degree_or_higher,22,12912
2017,percent_bachelors_degree_or_higher,44.9,48326
2017,percent_bachelors_degree_or_higher,30.6,25841
2017,percent_bachelors_degree_or_higher,8.4,71447
2017,percent_bachelors_degree_or_higher,23.4,54817
2017,percent_bachelors_degree_or_higher,20.5,19977
2017,percent_bachelors_degree_or_higher,10.5,73481
2017,percent_bachelors_degree_or_higher,14.4,54745
2017,percent_bachelors_degree_or_higher,12,33839
2017,percent_bachelors_degree_or_higher,50.5,30066
2017,percent_bachelors_degree_or_higher,16,27252
2017,percent_bachelors_degree_or_higher,18.8,26283
2017,percent_bachelors_degree_or_higher,71.3,60564
2017,percent_bachelors_degree_or_higher,18.3,60952
2017,percent_bachelors_degree_or_higher,12.9,99612
2017,percent_bachelors_degree_or_higher,13.5,56033
2017,percent_bachelors_degree_or_higher,13.5,67841
2017,percent_bachelors_degree_or_higher,20.1,66543
2017,percent_bachelors_degree_or_higher,17.9,14103
2017,percent_bachelors_degree_or_higher,16.1,13636
2017,percent_bachelors_degree_or_higher,22.7,68763
2017,percent_bachelors_degree_or_higher,48.3,77429
2017,percent_bachelors_degree_or_higher,21.1,08091
2017,percent_bachelors_degree_or_higher,"-666,666,666",18068
2017,percent_bachelors_degree_or_higher,15.8,82636
2017,percent_bachelors_degree_or_higher,21.8,17313
2017,percent_bachelors_degree_or_higher,33.5,80423
2017,percent_bachelors_degree_or_higher,38.7,48912
2017,percent_bachelors_degree_or_higher,9.5,64867
2017,percent_bachelors_degree_or_higher,11.9,16041
2017,percent_bachelors_degree_or_higher,30.3,29639
2017,percent_bachelors_degree_or_higher,11.2,48135
2017,percent_bachelors_degree_or_higher,8.7,17978
2017,percent_bachelors_degree_or_higher,21.4,61053
2017,percent_bachelors_degree_or_higher,37.7,91344
2017,percent_bachelors_degree_or_higher,6.7,75172
2017,percent_bachelors_degree_or_higher,7.9,62240
2017,percent_bachelors_degree_or_higher,20.1,46350
2017,percent_bachelors_degree_or_higher,25.5,57028
2017,percent_bachelors_degree_or_higher,19,27205
2017,percent_bachelors_degree_or_higher,69.2,07079
2017,percent_bachelors_degree_or_higher,47,37923
2017,percent_bachelors_degree_or_higher,23.2,03047
2017,percent_bachelors_degree_or_higher,55.1,49546
2017,percent_bachelors_degree_or_higher,30,30094
2017,percent_bachelors_degree_or_higher,20.5,98816
2017,percent_bachelors_degree_or_higher,27.9,56554
2017,percent_bachelors_degree_or_higher,37.6,02748
2017,percent_bachelors_degree_or_higher,19.5,74003
2017,percent_bachelors_degree_or_higher,9,74116
2017,percent_bachelors_degree_or_higher,21.1,71001
2017,percent_bachelors_degree_or_higher,16.6,39365
2017,percent_bachelors_degree_or_higher,15.3,61754
2017,percent_bachelors_degree_or_higher,28.5,15423
2017,percent_bachelors_degree_or_higher,34.1,40511
2017,percent_bachelors_degree_or_higher,34.5,73739
2017,percent_bachelors_degree_or_higher,100,24415
2017,percent_bachelors_degree_or_higher,39,32806
2017,percent_bachelors_degree_or_higher,36.9,78641
2017,percent_bachelors_degree_or_higher,17.1,65786
2017,percent_bachelors_degree_or_higher,35.9,79830
2017,percent_bachelors_degree_or_higher,13.6,49329
2017,percent_bachelors_degree_or_higher,11.3,36340
2017,percent_bachelors_degree_or_higher,34.9,82932
2017,percent_bachelors_degree_or_higher,12.3,15054
2017,percent_bachelors_degree_or_higher,17,71675
2017,percent_bachelors_degree_or_higher,55.3,95570
2017,percent_bachelors_degree_or_higher,42,66061
2017,percent_bachelors_degree_or_higher,63.3,20833
2017,percent_bachelors_degree_or_higher,51.9,02203
2017,percent_bachelors_degree_or_higher,61,80924
2017,percent_bachelors_degree_or_higher,10.4,49425
2017,percent_bachelors_degree_or_higher,3.3,72368
2017,percent_bachelors_degree_or_higher,21.6,33470
2017,percent_bachelors_degree_or_higher,19.2,45881
2017,percent_bachelors_degree_or_higher,5.2,36751
2017,percent_bachelors_degree_or_higher,42.2,11361
2017,percent_bachelors_degree_or_higher,57.4,07661
2017,percent_bachelors_degree_or_higher,8,28508
2017,percent_bachelors_degree_or_higher,"-666,666,666",13643
2017,percent_bachelors_degree_or_higher,0,16847
2017,percent_bachelors_degree_or_higher,9.7,65441
2017,percent_bachelors_degree_or_higher,3.2,63041
2017,percent_bachelors_degree_or_higher,19,20139
2017,percent_bachelors_degree_or_higher,58.5,48067
2017,percent_bachelors_degree_or_higher,25.7,57438
2017,percent_bachelors_degree_or_higher,16.6,77504
2017,percent_bachelors_degree_or_higher,36.8,22639
2017,percent_bachelors_degree_or_higher,10,41085
2017,percent_bachelors_degree_or_higher,20.5,61849
2017,percent_bachelors_degree_or_higher,24.5,98424
2017,percent_bachelors_degree_or_higher,5.3,68001
2017,percent_bachelors_degree_or_higher,17.8,52632
2017,percent_bachelors_degree_or_higher,30.2,83814
2017,percent_bachelors_degree_or_higher,0,24269
2017,percent_bachelors_degree_or_higher,16.6,73009
2017,percent_bachelors_degree_or_higher,32.9,66083
2017,percent_bachelors_degree_or_higher,34.2,48314
2017,percent_bachelors_degree_or_higher,10.8,20662
2017,percent_bachelors_degree_or_higher,11.5,27507
2017,percent_bachelors_degree_or_higher,15.6,50539
2017,percent_bachelors_degree_or_higher,20.7,98270
2017,percent_bachelors_degree_or_higher,20.5,35016
2017,percent_bachelors_degree_or_higher,37.8,02767
2017,percent_bachelors_degree_or_higher,18,28167
2017,percent_bachelors_degree_or_higher,49.7,22042
2017,percent_bachelors_degree_or_higher,29.3,39507
2017,percent_bachelors_degree_or_higher,18.1,56208
2017,percent_bachelors_degree_or_higher,24.2,12094
2017,percent_bachelors_degree_or_higher,32.2,12059
2017,percent_bachelors_degree_or_higher,4.3,66091
2017,percent_bachelors_degree_or_higher,0,60557
2017,percent_bachelors_degree_or_higher,20.1,71266
2017,percent_bachelors_degree_or_higher,35.8,26321
2017,percent_bachelors_degree_or_higher,19.6,44641
2017,percent_bachelors_degree_or_higher,19.5,79044
2017,percent_bachelors_degree_or_higher,19.8,24501
2017,percent_bachelors_degree_or_higher,34.1,15655
2017,percent_bachelors_degree_or_higher,3.8,46393
2017,percent_bachelors_degree_or_higher,9.8,37078
2017,percent_bachelors_degree_or_higher,69.3,78738
2017,percent_bachelors_degree_or_higher,21.3,63068
2017,percent_bachelors_degree_or_higher,21.9,51240
2017,percent_bachelors_degree_or_higher,46.4,28749
2017,percent_bachelors_degree_or_higher,26.9,12801
2017,percent_bachelors_degree_or_higher,10.8,34475
2017,percent_bachelors_degree_or_higher,40.2,21702
2017,percent_bachelors_degree_or_higher,14.6,60633
2017,percent_bachelors_degree_or_higher,17.7,30540
2017,percent_bachelors_degree_or_higher,11.8,16872
2017,percent_bachelors_degree_or_higher,22.1,61037
2017,percent_bachelors_degree_or_higher,23,57645
2017,percent_bachelors_degree_or_higher,24.9,98946
2017,percent_bachelors_degree_or_higher,38.2,27527
2017,percent_bachelors_degree_or_higher,26.2,79363
2017,percent_bachelors_degree_or_higher,20.5,75452
2017,percent_bachelors_degree_or_higher,44.1,05753
2017,percent_bachelors_degree_or_higher,20.2,50585
2017,percent_bachelors_degree_or_higher,36,46748
2017,percent_bachelors_degree_or_higher,10.7,72843
2017,percent_bachelors_degree_or_higher,12.1,40020
2017,percent_bachelors_degree_or_higher,47.2,08837
2017,percent_bachelors_degree_or_higher,9.3,72554
2017,percent_bachelors_degree_or_higher,16.1,67361
2017,percent_bachelors_degree_or_higher,8.5,37881
2017,percent_bachelors_degree_or_higher,17.9,95954
2017,percent_bachelors_degree_or_higher,15.1,77045
2017,percent_bachelors_degree_or_higher,23.9,50668
2017,percent_bachelors_degree_or_higher,17.5,72107
2017,percent_bachelors_degree_or_higher,0,73946
2017,percent_bachelors_degree_or_higher,0,93249
2017,percent_bachelors_degree_or_higher,31.5,29621
2017,percent_bachelors_degree_or_higher,71.6,02144
2017,percent_bachelors_degree_or_higher,25.2,61733
2017,percent_bachelors_degree_or_higher,42.4,83283
2017,percent_bachelors_degree_or_higher,14.2,17220
2017,percent_bachelors_degree_or_higher,24.1,11701
2017,percent_bachelors_degree_or_higher,10.1,49665
2017,percent_bachelors_degree_or_higher,9.9,41180
2017,percent_bachelors_degree_or_higher,17.9,58467
2017,percent_bachelors_degree_or_higher,16.8,73757
2017,percent_bachelors_degree_or_higher,20.1,92501
2017,percent_bachelors_degree_or_higher,20.3,52132
2017,percent_bachelors_degree_or_higher,57,08736
2017,percent_bachelors_degree_or_higher,11.2,38469
2017,percent_bachelors_degree_or_higher,9.6,36040
2017,percent_bachelors_degree_or_higher,30.7,08527
2017,percent_bachelors_degree_or_higher,7.9,31779
2017,percent_bachelors_degree_or_higher,16,45822
2017,percent_bachelors_degree_or_higher,19.6,83246
2017,percent_bachelors_degree_or_higher,13.2,61811
2017,percent_bachelors_degree_or_higher,18.8,76522
2017,percent_bachelors_degree_or_higher,38,91750
2017,percent_bachelors_degree_or_higher,11.1,93274
2017,percent_bachelors_degree_or_higher,32.3,80446
2017,percent_bachelors_degree_or_higher,12.7,27844
2017,percent_bachelors_degree_or_higher,40.7,59027
2017,percent_bachelors_degree_or_higher,"-666,666,666",15621
2017,percent_bachelors_degree_or_higher,38.3,91902
